tweet,Personal_Attack
@ABC Well I doubt it. Flake trusted his buddy Coon but I can’t help but remember the sick poison snake 🐍 story. A w… https://t.co/kl5XXeqobe,0
@margil9000 @mbroadway @MSNBC Call it what it is..ignorance! tRump loves the ignorant!  Especially when they're even more ignorant than him.,0
@CNN @holliepierce Wow someone really likes their chicken.,0
@SkyNews If he did it for white students only it would be racist?,0
@nytimes Another negative BS sorry brought to you by NYT elitist globalist agenda driven media sowing discord in America,1
@ddale8 @daveweigel You mean @realDonaldTrump lied...again?,0
@ByronTau @LittleMsOpinion But it’s not racist because she’s black. SMH.,0
@AnodyneParadigm @bkbaguley @australian @deniseshrivell Denise is a decent human and highly intelligent unlike the… https://t.co/xdQT9y08S4,1
@CGTNOfficial I hope they didnt kill it,0
@Reuters @ReutersTV How to make the British proud!!  May looks like an smack addict knowing they’re getting a fix soon!!,0
@MSNBC @HardballChris @HardballChris watch Trumps volcano 🌋 ooze lava all over the “deep state”. The eruption 🌋 is coming.,0
"@realDonaldTrump @FoxNews There are a lot more people who need their security clearances revoked. 
Drain that swamp Mr. President!",0
@BigSeanWhite It’s called skin to skin contact Sean. Not Cheeseburgers all over your chest like you’re used to pal!  LOL,0
@brianstelter @brianklaas 3 the news media has to fix or another demagogue will simply take his place.,0
@SkyNews A slow painful death is required for who ever did this,0
RT @mygsxcret: armes nojentas 😠😦👺😵💣🚫 onde já se viu divulgar o fav??? 💔😲☠🚫 bando de hipócritas que não estende 👺😦💢😭 a mão ao próximo 😓💔🚫😲 h…,0
RT @aftabsohail: آج سپریم کورٹ میں PKLI کیس میں ڈاکٹر سعید کی تذلیل دیکھ کر دل خون کے آنسو رویا۔ سماعت کے بعد میں نے ڈاکٹر صاحب کے پاس جا ک…,0
"RT @chicagotribune: Lakeshore East developers unveil reconfigured plans for three towers, including an 80-story skyscraper that would be on…",0
@timesofindia Result of hate still more to come,0
"@NCOrta1 @jdawsey1 And many, many of us will piss on his grave.",1
"@nytimes Nigerian army is a US proxy slave army, blacks trained enough to kill other blacks. Can’t defeat Boko Hara… https://t.co/HPHVPQ8WFV",0
@hmfaruq @theresa_may @Telegraph @TheSun @SkyNewsAust @AustraliaPM @POTUS @RT_Erdogan @UN @hrw @amnesty @AJEnglish… https://t.co/8jTmBETks9,0
@joe_fay1 @RealCandaceO @sarahjeong @nytimes So you don’t believe that racist have their right to express their views?,0
@CNNPolitics HYPOCRITE CNN HAS ALL WHITE PEOPLE ON THE LEADERSHIP JOBS RACIST CNN SHAME ON YOU https://t.co/XAvYkutcdD,1
@TIME He needs a deep cleanse to wash all the sht off 👎🏼,0
"@DPJHodges Bricking it, we're trying to get them deselected?
It's only a rump anyway.",0
@KarsinXXX @jwpetersNYT Fear out September 11 all about this White House,0
This should be posted on your walls @nytimes. #DoBetter https://t.co/NBjMUFUFpr,0
"@2tweetaboutit @MailOnline Why carry the vile creature! Drag it, then hang it!",0
RT @jordanmjrowe: @michaellondonsf Yes we weren’t using the in-built ones for that very reason! Unfortunately the replacement didn’t go lou…,1
@standardnews @KayBurley Not enough then deport them,0
@IainJamesRobb @gramnix @NBChristinaGinn @page88 @MSNBC So like when white christian folk bomb or shoot up a Planned Parenthood then.,0
"RT @DjCyFi: No shit Sherlock
You're about 6yrs late to the realization party on this one
Lmk when you manage to actually break free of the…",0
@CNNPolitics Once you go black you can't go back!,1
@EamonnHolmes This is heartbreaking  please someone shoot those men,0
@CobbChuck @CNNPolitics Because you look like a real winner!,0
@globeandmail Please castrate him and also I can’t believe this photo is from the year 2018,1
@agcolehamilton @theSNP Are you the MSP who campaigned on an abusive anti Michelle Thomson leaflet?,0
@Reuters History tells us that racist has no limits where it can go!,0
@RT_com Beautiful!!! I wish is was a nuke they dropped https://t.co/sVbBp1PZdW,0
@CNNPolitics Hate spreading,1
@australian Do you mean you can die from smoking pot?,0
@CNN How dare he show concern for white people! 😂👌,0
@nytimes Stop killing people black trump team,1
"@ierardo_stephen @KrisParonto @CNN @MSNBC @donlemon @OMAROSA @Trevornoah @nytimes 1. Refusing to sell or rent, refu… https://t.co/molnVpA4yB",0
@NPR Trump can come out for reparations and the Left would still call him a racist,0
"Excellent article 
Diarmaid Ferriter: ‘Cultural Catholic’ is a euphemism for lazy hypocrite
via @IrishTimes
https://t.co/BG77VDIrGt",0
"@maggieNYT This is outrageous! Imagine a sticker saying saying “fight for equal justice, punch a cop.”  Or “fight f… https://t.co/WdFGxSx3Ly",0
@NBCNews @MSNBC Greed. It’s unequivocal that Ron DeSantis is racist. #RacistDeSantis #RacistRonDeSantis #RacistRon,1
「射つべき仁は御方（みかた）に誰（たれ）かある」とのたまへば、「上手どもいくらも候ふ中に、下野国の住人、那須太郎資高が子に、与一宗高こそ小兵で候へども、手利（てき）きで候へ」。,0
@TheStarBreaking @TheStarKenya That stupid rule ought to b throw out....women have the potential to lead this count… https://t.co/smlCUm4zXy,0
"@AJENews Death sentence heaven, earth and hell",0
RT @GirassolLya: COM AVON  ///  COM MARY KAY https://t.co/dYeSzRvOsY,0
@CapehartJ @rolandsmartin It’s a sign of racism.  Like black people all speak broken English.,0
@eoinmurphy22 @Melfinn1 @101ThePalmDubai @emirates Good for Clare I hope,0
"Anderson Cooper: 1 White House, 2 messages @CNNPolitics https://t.co/sdYbERzoiP",0
"Rt @NRC_Egeland Absolutely. W/o any meddling from US UK n France, 2 install a gov subservient to them , n a vassal gov 2 wahabi kingsom",0
@NqR_ss あら♪イケメン♪,0
@CNN How does she not choke on the swill she’s serving? Disgusting excuse for a woman.,1
Shut Tweety @msnbc,0
"@AlcyonGames RT
Hey everybody we announce the official discord for Alcyon Games!
You can chat with us, watch conten… https://t.co/g8B9wPn3Zn",1
@Channel4News Is @jeremycorbyn admitting he is a liar ?,0
"RT @bungdan: @RadioFreeTom @CNN This kind of crap is not why I left journalism, but why I feel more relieved the further I get away.",0
@AnandWrites @sewellchan @nytimes @JosephEStiglitz Congratulations,0
@RobertosBlue @Flemo82 @LFC_RV @GaryLineker @BBCMOTD @BBCOne So Liverpool fans hate England and Everton fans hate MOTD. K,0
@NBCNews @NBCNewsTHINK @SenatorCollins #DONTLETWOMENDIE #DONTLETYOURVOTE #KILLWOMEN… https://t.co/7ShYjsXtHt,0
RT @Sinaproc_Panama: Aviso 5 de lluvias con actividad eléctrica y ráfagas de viento para las siguientes localidades de 8:12 p.m. hasta las…,1
"@CNN I refuse to listen to the Queen Birther married to the Purveyor of Lies, King Birther, White supremacist POS, @FLOTUS",1
"@bettycuckooper @rglfm5 @guardian Ya'll know that 2 people can be wrong, right?

The hacker violated TOS and the la… https://t.co/WLRykiPPgp",0
朝ですよ。さぁ、起きてください。,0
"@pete_shearer @HuffPost He rounded up socialists and communists.
https://t.co/UM1LLnGgY7",0
"RT @GiancarloDeRisi: Sgomberato presidio Baobab a Roma con 150 migranti. Arriva anche la ruspa
Al via la stagione annunciata degli sgomberi…",0
RT @mrspc48: @kenvogel @trigg_christine Do you turn these into fbi?,0
RT @ChannelNewsAsia: White House dismisses former Trump aide who branded him 'racist' https://t.co/bVE3GdzO2m https://t.co/5WJDDA69fP,0
@nytimes Yet you will justify a white police officer shooting an unarmed black male because of fear,0
@realDonaldTrump @FoxNews Heard you googled yourself....I think you know what the majority of Americans think of you.,0
@MarkLandler @juliehdavis The illegitimate 45 is pissed because McCain did not show his loyalty to him and...McCain… https://t.co/gSeh0Smp6u,0
@mommamia1217 @kingmanmarie39 Don’t know-I watch @MSNBC.  @cnn really does suck👌🏻,1
@JeffreeStar Well our whole damn world is falling apart so I hope this means we will all get it back together &amp; we… https://t.co/sY7rFdX76E,0
@RexHuppke Truth is truth is truth is truth is truth is truth is truth is truth is truth...,0
@JuliaHB1 Time for this dinosaur to be extinct with the rest of them,0
RT @justinstrongest: ¿Cuándo no un pastor haciendo estas cosas? ¿Cuándo no una mujer siendo víctima de estos abusos? NO MÁS. #RespectAriana…,1
@Rosie @MSNBC I love you Rosie!!!!!!!,0
@GerryGannon @smh @australian here you go https://t.co/bKbfLiu4zJ,0
@garyavasquez @RT_com both are stupid things to do,0
@FoxNews @seanspicer We're  support Trump.,0
@micheinnz @TyreJim @sundhaug92 @WhiteHatScum @Hypnogogix @bertjwregeer @havochaos @loriedwards @bluewhackadoo… https://t.co/xIDm1lKbKr,0
@JohnM58688247 @TheLeadCNN @jaketapper @KellyannePolls It’s called no morals,0
@robotnic your neighbourhood sounds like it's full of some basic-ass criminals,0
@libertyprouette @latimes Asylum seekers who endangered their children by illegally dragging them across our border.  OK?,0
"What a fat slob.
RT @NYDailyNews: Trump hits the golf course after John McCain's death https://t.co/m8hz5ctjTE https://t.co/49zEZ2gsxH",1
@realDonaldTrump @FoxNews You are such an instigator.your should be arrested for harassment.,1
White cop in Texas who killed unarmed black teen guilty of murder https://t.co/B9RHVSpLk7 via @usatoday,0
@CNN Was it a mercy killing to put him out of his misery.,0
@RobinOrdan @mereschm @chucktodd @OMAROSA RACIST!  See I can do it just like a liberal.,1
@ian_elstub @MENnewsdesk WTF has the icon got to do with any bad news story? Get a grip.,1
加加森山と池口岳　　＠上村大野 https://t.co/GJABLL1qp0,1
@HuffPost He should cancel all engagements because he is a bad hair day,0
"RT @LampworkBench: Have one made just for you, pick your own color!
MADE TO ORDER!
#Handmade Hand Blown #Glass #Octopus #Cephalopod #Sculpt…",0
@HTScotPol @mckinlay_liz @Colin_J_Clark @BBCGaryR @NicolaSturgeon @AlexSalmond Good he is a waste of space. Not fit… https://t.co/iAyG5MfNCX,0
@Reuters @KarenAttiah hit the bastards where it hurts them,1
@FoxNews @tracegallagher Just take him out back and shoot him as a traitor to his country,1
@washingtonpost He needs to look at white collar and those individuals that commit such crimes almost always get of… https://t.co/ofjkBFR0ci,0
@FILFUNGI @larkieranger @MailOnline Another fat fcuk for the bacon slicer!,1
@MrTomMcDermott Kurt Zouma 😂😂😂 you can’t make this shit up. Roll on 5pm tomorrow. #mufc,0
@FoxNews @Scaramucci Looks like your buddy Trump has already forgotten him buy flying the American Flag at full sta… https://t.co/rE23BA9J2q,0
@KarenAttiah His fingers were cut off.  He was beheaded. He was filleted.,0
@FoxNews I guess they reproduce faster than we can kill them.,0
@OwenJones84 And you whip up hate against the hate.  You're creating the problem.,1
@nypost Build a wall around crazy white people!,0
its what the most hardworking 25 year old out there deserves https://t.co/B1gGRERIPG,1
@helenlewis jaw jaw still better than war,0
"@brianstelter Your audience is so stupid they’ll believe anything you tell them. No prob, right?",1
pesquisas indicam 100% das pessoas que usam sticker de TÁ OSSO no instagram não tão tão OSSO assim,0
@MikeIsaac I'll say it again: The East Cut can eat my whole ass.,0
@dontlikefools @afneil Seeing the fucking look on your face when we leave for starters 🤣🤣,0
@MSNBC Many white farmers have been killed in S. Africa.,0
"@CNN Everytime someone points out his lies, they are fake news. How can people be so stupid?",1
@mizrahi_b @Jerusalem_Post Are you fucking kidding me,0
"@bank15945 【ご応募ありがとうございます！】
結果は動画でチェック！当たりの方には応募期間終了後、DMでご連絡！
期間中は毎日応募できるので、はずれた方も、ぜひまた挑戦して下さいね♪
詳細⇒… https://t.co/fBa5CWlJ3b",0
"@NateSilver538 @benshapiro 25 years of being called stupid, hateful racists by the MSM will do that.",0
Se fue la luz en las colonias de Tepic rancho :(,0
@BBCBreaking Lock up your children Ireland.,0
@Kevin_Maguire We're all gonna die. lmao.,0
RT @capnsaveahood: i felt like sharing this video of my dog straight chillin https://t.co/7PbHb5vExW,0
@CNN @CillizzaCNN CNN needs to shut down. Why are you against American?,1
"@realDonaldTrump @CNN @NBCNews Wow! Where's your proof?? Nevermind,  there isn't any.  Just you lying again.  Wow!",1
@M42lll حلوو الشي ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههـ,0
@HuffPost Stop making black kids feel like they’re bad !! smh terrible,0
@GeraldoRivera So have you told @seanhannity and the rest of @FoxNews this!!!,0
I got: 61% cat person and 39% dog person! what % cat person and what % dog person are you https://t.co/850KaG9mYV via @BuzzFeedUK,0
@washingtonpost Dear Police: Let him keep his belt.,0
@majeasy @CNN @CNNSotu Don't jump! you could sprain your ankle!,0
@DiscussingFilm @WSJ Either do one or the other. None of this Adventures of Kid Danger shit,0
@stephenpollard You of all people should know how to choose your words more carefully. https://t.co/IgcaDDN7qM,0
@richardgaisford @GMB Simply deport him!,0
@MSNBC @AliVelshi He is so very stupid,0
@jill_woodie @jaketapper Amen,0
@mike_weinberg @USATODAY Great leaders seem to pull more from an inferior player than avg leaders do...maybe the pr… https://t.co/31k2MX9rjw,0
RT @u_mi__u_shi: 今朝はめちゃくちゃ慌ててる時に長男2歳が「まま、おちゃ、こぼしちゃったぁ」と言いに来てくれて見に行ったらリビングに広大なお茶の海が広がってたんですけど、声を荒げず「こぼしちゃったけどちゃんと言いにこられてえらいね～ありがとね～」って言えたので１…,1
@LTD_Const @washingtonpost Personal life is your own business until you post it on the internet.,0
"@BBCNewsnight @helentbbc @BBCTwo Sorry slave labour, in a country full of slave labour and you have a problem?",0
RT @aitorcarr: Avui a Barcelona s’inaugura la Biennal de Pensament #CiutatOberta. Primer dia desbordat de gent. Al link es pot veure en str…,0
